id;jumlah_barang_dipesan;jumlah_barang_masuk;batch;tgl_expired;keterangan;harga_beli;status_barang_masuk;beli_id;barang_id;created_at;updated_at
1159;100;100;2601042;2028-01-08;NULL;14417;LENGKAP;351;544;NULL;NULL
1160;100;100;2601044;2028-01-08;NULL;14417;LENGKAP;351;544;NULL;NULL
1230;20;20;PIL43654;2027-10-30;NULL;400000;LENGKAP;375;54;NULL;NULL
1231;50;50;PIH74453;2028-07-31;NULL;120000;LENGKAP;375;76;NULL;NULL
1232;300;300;A73K55A;2027-11-04;NULL;35721;LENGKAP;376;808;NULL;NULL
1236;2000;2000;G82A56A;2028-01-13;NULL;34149;LENGKAP;376;792;NULL;NULL
1261;70;70;2602A095;2028-02-28;NULL;185000;LENGKAP;384;1578;NULL;NULL
1262;30;30;2602A095;2028-02-28;NULL;185000;LENGKAP;385;1578;NULL;NULL
1263;15;15;NX6A021;2028-01-31;NULL;157500;LENGKAP;386;1652;NULL;NULL
1264;30;30;MX5A043;2029-12-31;NULL;114700;LENGKAP;386;1259;NULL;NULL
1265;50;50;PSC02665;2028-02-01;NULL;200000;LENGKAP;387;62;NULL;NULL
1266;50;50;PIC06955;2028-02-01;NULL;120000;LENGKAP;387;1160;NULL;NULL
1267;120;120;PSK04854;2027-09-01;NULL;40000;LENGKAP;387;59;NULL;NULL
1268;60;60;PIC14055;2028-02-01;NULL;400000;LENGKAP;387;54;NULL;NULL
1269;100;100;PIN07454;2027-12-30;NULL;400000;LENGKAP;387;61;NULL;NULL
1270;1000;1000;PIC06555;2028-02-01;NULL;50000;LENGKAP;387;42;NULL;NULL
1271;94;94;KPJ61454;2028-08-01;NULL;110000;LENGKAP;388;791;NULL;NULL
1272;6;6;KPJ61554;2028-08-01;NULL;110000;LENGKAP;388;791;NULL;NULL
1273;200;200;SCK71054;2027-09-01;NULL;50000;LENGKAP;388;816;NULL;NULL
1275;200;200;T 08061 BE;2028-08-01;NULL;14300;LENGKAP;389;1202;NULL;NULL
1276;200;200;T 02001 BF;2028-02-01;NULL;8198;LENGKAP;389;1147;NULL;NULL
1277;200;200;T 01018 BF;2029-01-01;NULL;7465;LENGKAP;389;1148;NULL;NULL
1284;200;200;S3761008;2028-01-01;NULL;10800;LENGKAP;391;1223;NULL;NULL
1285;20;20;S3761008;2028-01-01;NULL;10800;LENGKAP;391;1223;NULL;NULL
1288;100;100;2507223;2027-07-24;NULL;15766;LENGKAP;391;1182;NULL;NULL
1289;300;300;KX5A259;2027-11-30;NULL;61000;LENGKAP;392;1197;NULL;NULL
1294;50;50;472925A;2028-06-30;NULL;140000;LENGKAP;395;689;NULL;NULL
1295;10;10;0624325A;2028-12-30;NULL;430000;LENGKAP;395;783;NULL;NULL
1296;15;15;56J4064;2027-09-30;NULL;144533;LENGKAP;395;800;NULL;NULL
1297;65;65;56J4066;2027-09-30;NULL;144533;LENGKAP;395;800;NULL;NULL
1298;21;21;56G4027;2028-06-30;NULL;20000;LENGKAP;395;137;NULL;NULL
1299;79;79;56C4288;2028-03-30;NULL;20000;LENGKAP;395;137;NULL;NULL
1304;50;50;E25K0581A;2027-10-31;NULL;350000;LENGKAP;396;885;NULL;NULL
1305;100;100;5DN077A;2027-11-30;NULL;134768;LENGKAP;397;83;NULL;NULL
1306;20;20;E25J0523A;2028-10-31;NULL;300000;LENGKAP;398;1595;NULL;NULL
1307;20;20;E25J0557A;2028-10-31;NULL;350000;LENGKAP;398;1594;NULL;NULL
1315;14;14;L0635921;2028-06-30;NULL;421137;LENGKAP;400;607;NULL;NULL
1316;6;6;L0635921;2028-06-30;NULL;421137;LENGKAP;400;607;NULL;NULL
1320;20;20;2601188;2028-01-30;NULL;50000;LENGKAP;401;1628;NULL;NULL
1321;120;120;N2601032;2028-01-30;NULL;70000;LENGKAP;402;407;NULL;NULL
1322;480;480;2603096;2028-03-30;NULL;6364;LENGKAP;402;1550;NULL;NULL
1323;500;500;UF00N;2027-12-30;NULL;10974;LENGKAP;403;234;NULL;NULL
1324;240;240;LB25024;2028-11-30;NULL;21530;LENGKAP;403;734;NULL;NULL
1325;200;200;27424509;2027-09-30;NULL;10296;LENGKAP;403;1659;NULL;NULL
1327;100;100;27425509;2027-09-30;NULL;10296;LENGKAP;403;1659;NULL;NULL
1331;480;480;01601017;2028-01-30;NULL;7969;LENGKAP;405;493;NULL;NULL
1332;240;240;SF00S;2028-12-30;NULL;8372;LENGKAP;405;646;NULL;NULL
1333;100;100;C404N054;2029-06-30;NULL;101500;LENGKAP;405;258;NULL;NULL
1334;60;60;25022;2030-02-28;NULL;64650;LENGKAP;405;1114;NULL;NULL
1335;144;144;56G4052;2028-06-30;NULL;9612;LENGKAP;405;1207;NULL;NULL
1336;20;20;KX5A164;2028-10-30;NULL;100000;LENGKAP;406;1660;NULL;NULL
1337;20;20;2601A007;2029-01-31;NULL;200000;LENGKAP;406;1661;NULL;NULL
1338;50;50;BIJ01H;2028-12-30;NULL;46839;LENGKAP;406;1536;NULL;NULL
1339;200;200;A26064;2028-01-30;NULL;15203;LENGKAP;406;1662;NULL;NULL
1340;150;150;E500115;2028-12-05;NULL;13243;LENGKAP;407;1023;NULL;NULL
1341;15;15;E500115;2028-12-05;NULL;13243;LENGKAP;407;1023;NULL;NULL
1343;120;120;2511142;2027-11-13;NULL;20300;LENGKAP;408;1664;NULL;NULL
1346;10;10;4076020;2029-03-03;NULL;199000;LENGKAP;409;1665;NULL;NULL
1386;20;20;R0010059;2028-11-30;NULL;203100;LENGKAP;413;256;NULL;NULL
1388;100;100;C0040030;2030-09-30;NULL;101500;LENGKAP;415;258;NULL;NULL
1389;144;144;14P0561;2028-12-06;NULL;14380;LENGKAP;416;1110;NULL;NULL
1407;36;36;25E006;2027-05-31;NULL;329048;LENGKAP;421;209;NULL;NULL
1428;144;144;2549057;2029-11-30;NULL;12280;LENGKAP;424;1181;NULL;NULL
1429;524;524;020406;2031-01-20;NULL;7264;LENGKAP;425;1050;NULL;NULL
1430;96;96;020196;2029-01-14;NULL;46101;LENGKAP;425;1051;NULL;NULL
1432;165;165;011506;2028-01-23;NULL;4932;LENGKAP;425;1670;NULL;NULL
1433;30;30;100705;2028-09-22;NULL;7192;LENGKAP;425;1671;NULL;NULL
1434;30;30;VW9C;2027-06-30;NULL;146074;LENGKAP;426;1145;NULL;NULL
1435;3;3;VW9C;2027-06-30;NULL;146074;LENGKAP;426;1145;NULL;NULL
1436;41;41;5DN077A;2027-11-30;NULL;134768;LENGKAP;427;83;NULL;NULL
1437;59;59;5DN082A;2027-11-30;NULL;134768;LENGKAP;427;83;NULL;NULL
1438;30;30;VW9C;2027-06-30;NULL;146074;LENGKAP;428;1145;NULL;NULL
1439;3;3;VW9C;2027-06-30;NULL;146074;LENGKAP;428;1145;NULL;NULL
1440;50;50;E25J0497A;2027-09-30;NULL;267500;LENGKAP;429;1152;NULL;NULL
1441;10;10;E25I0455A;2027-09-30;NULL;950000;LENGKAP;429;180;NULL;NULL
1442;100;100;5NM013;2027-12-31;NULL;10143;LENGKAP;430;1138;NULL;NULL
1443;100;100;5NJ131;2027-09-30;NULL;16670;LENGKAP;430;951;NULL;NULL
1444;500;500;5NM130;2027-12-31;NULL;16500;LENGKAP;430;89;NULL;NULL
1445;408;408;2602-04-176;2028-02-28;NULL;27658;LENGKAP;431;387;NULL;NULL
1449;272;272;2602-01-346;2028-02-28;NULL;34234;LENGKAP;431;370;NULL;NULL
1450;272;272;2603-26-379;2028-03-31;NULL;6306;LENGKAP;431;399;NULL;NULL
1451;500;500;2603-26-379;2028-03-31;NULL;6307;LENGKAP;432;660;NULL;NULL
1452;80;80;2602-02-159;2028-02-29;NULL;17748;LENGKAP;432;1672;NULL;NULL
1453;270;270;PSM28254;2030-11-30;NULL;300000;LENGKAP;433;41;NULL;NULL
1454;500;500;PIG31954;2029-06-01;NULL;50000;LENGKAP;433;44;NULL;NULL
1455;240;240;PIN01454;2030-12-01;NULL;40000;LENGKAP;433;74;NULL;NULL
1456;100;100;PIB15155;2031-01-01;NULL;40000;LENGKAP;433;74;NULL;NULL
1457;160;160;PIB15255;2031-01-01;NULL;40000;LENGKAP;433;74;NULL;NULL
1464;120;120;2512201;2027-12-17;NULL;14400;LENGKAP;435;1567;NULL;NULL
1466;5260;5260;1B1A6B005;2028-02-28;NULL;6924;LENGKAP;436;512;NULL;NULL
1467;4740;4740;1B1A6B010;2028-02-28;NULL;6924;LENGKAP;436;512;NULL;NULL
1468;380;380;1B2A6B006;2028-02-28;NULL;7523;LENGKAP;436;835;NULL;NULL
1469;9620;9620;1B2A6B007;2028-02-28;NULL;7523;LENGKAP;436;835;NULL;NULL
1470;8240;8240;1A1A6C015;2028-03-30;NULL;6913;LENGKAP;437;810;NULL;NULL
1471;10700;10700;1A1A6C016;2028-03-30;NULL;6913;LENGKAP;437;810;NULL;NULL
1472;1060;1060;1A1A6C0018;2028-03-30;NULL;6913;LENGKAP;437;810;NULL;NULL
1474;13;13;I25A01;2027-09-30;NULL;72600;LENGKAP;438;1104;NULL;NULL
1475;17;17;A26A01;2028-01-01;NULL;72600;LENGKAP;438;1104;NULL;NULL
1476;15;15;2602186.1;2028-02-28;NULL;50000;LENGKAP;439;1628;NULL;NULL
1477;60;60;N2601032;2028-01-31;NULL;70000;LENGKAP;439;407;NULL;NULL
1478;40;40;N2601086;2028-02-28;NULL;70000;LENGKAP;439;407;NULL;NULL
1479;24;24;N2511018;2027-12-30;NULL;60000;LENGKAP;439;1673;NULL;NULL
1480;89;89;6AUO113;2029-01-30;NULL;25125;LENGKAP;440;1602;NULL;NULL
1481;90;90;5CN1212;2028-06-30;NULL;30625;LENGKAP;440;1630;NULL;NULL
1482;60;60;6CA0203;2028-08-30;NULL;22625;LENGKAP;440;1601;NULL;NULL
1483;14;14;630305;2029-03-30;NULL;36750;LENGKAP;440;1631;NULL;NULL
1487;1060;1060;1A1A6C0018;2028-03-30;NULL;6913;LENGKAP;441;810;NULL;NULL
1488;10700;10700;1A1A6C016;2028-03-30;NULL;6913;LENGKAP;441;810;NULL;NULL
1489;8240;8240;1A1A6C015;2028-03-30;NULL;6913;LENGKAP;441;810;NULL;NULL
1491;167;167;N2601029;2028-01-30;NULL;112000;LENGKAP;443;1579;NULL;NULL
1492;58;58;N2602061;2028-02-28;NULL;112000;LENGKAP;443;1579;NULL;NULL
1493;30;30;2512057;2027-12-30;NULL;35530;LENGKAP;443;1087;NULL;NULL
1498;864;864;I0709501;2029-09-30;NULL;4618;LENGKAP;444;578;NULL;NULL
1499;5;5;05402607B;2030-02-28;NULL;33615;LENGKAP;444;590;NULL;NULL
1500;195;195;05402606B;2030-02-28;NULL;33615;LENGKAP;444;590;NULL;NULL
1501;50;50;12202611;2029-02-28;NULL;20175;LENGKAP;444;566;NULL;NULL
1502;100;100;11702606;2029-02-28;NULL;46420;LENGKAP;444;569;NULL;NULL
1503;432;432;13103604;2028-03-31;NULL;5637;LENGKAP;444;571;NULL;NULL
1504;480;480;K0104601;2028-04-30;NULL;5418;LENGKAP;445;1002;NULL;NULL
1505;120;120;PK00171;2030-04-01;NULL;14505;LENGKAP;446;1676;NULL;NULL
1506;30;30;NX6A097;2028-01-31;NULL;63000;LENGKAP;447;1675;NULL;NULL
1507;120;120;S3761011;2028-02-01;NULL;10800;LENGKAP;448;1223;NULL;NULL
1508;12;12;S3761011;2028-02-01;NULL;10800;LENGKAP;448;1223;NULL;NULL
1509;288;288;O1761857;2030-03-01;NULL;5450;LENGKAP;448;1543;NULL;NULL
1510;28;28;O1761857;2030-03-01;NULL;5450;LENGKAP;448;1543;NULL;NULL
1512;52;52;SCC03955;2030-02-28;NULL;6000;LENGKAP;449;854;NULL;NULL
1513;248;248;SCK69654;2029-09-01;NULL;6000;LENGKAP;449;854;NULL;NULL
1515;101;101;LCK82254;2030-09-01;NULL;17000;LENGKAP;450;1014;NULL;NULL
1516;192;192;SKK35454;2029-09-01;NULL;148000;LENGKAP;451;1677;NULL;NULL
1517;29;29;SKN17454;2029-12-01;NULL;148000;LENGKAP;451;1677;NULL;NULL
1521;300;300;SCKD2255;2028-02-01;NULL;33000;LENGKAP;452;953;NULL;NULL
1523;100;100;SCK71054;2027-09-01;NULL;50000;LENGKAP;452;816;NULL;NULL
1524;200;200;25MA029;2029-12-01;NULL;44600;LENGKAP;453;95;NULL;NULL
