id;jumlah_barang_dipesan;jumlah_barang_keluar;batch;tgl_expired;keterangan;harga_jual;status_barang_keluar;jual_id;barang_id;created_at;updated_at
3945;24;24;2512164;2027-12-31;NULL;7318;LENGKAP;622;1550;NULL;NULL
3946;30;30;I51710W;2027-09-16;NULL;3852;LENGKAP;622;282;NULL;NULL
3947;13;13;K07006BE;2028-07-01;NULL;3330;LENGKAP;622;1021;NULL;NULL
3948;25;25;K07002BE;2028-07-01;NULL;3330;LENGKAP;622;1021;NULL;NULL
3949;50;50;K09003BE;2028-09-01;NULL;3330;LENGKAP;622;1021;NULL;NULL
3950;12;12;K09002BE;2028-09-01;NULL;3330;LENGKAP;622;1021;NULL;NULL
3951;12;12;5NH151;2027-08-31;NULL;22500;LENGKAP;622;951;NULL;NULL
3952;12;12;I26508;2028-09-11;NULL;16000;LENGKAP;622;18;NULL;NULL
3954;12;12;I26504;2028-09-10;NULL;5700;LENGKAP;622;11;NULL;NULL
3955;12;12;J46506;2028-10-29;NULL;11476;LENGKAP;622;3;NULL;NULL
3956;20;20;SCK71654;2027-09-01;NULL;11100;LENGKAP;622;55;NULL;NULL
3957;3;3;25056701;2027-04-24;NULL;74550;LENGKAP;622;1282;NULL;NULL
3958;5;5;55J4434;2027-09-30;NULL;10669;LENGKAP;622;1207;NULL;NULL
3959;12;12;S23250142;2027-09-01;NULL;5862;LENGKAP;622;164;NULL;NULL
3960;1;1;PIJ83954;2027-08-01;NULL;243000;LENGKAP;623;73;NULL;NULL
3961;6;6;S2960055;2027-05-01;NULL;6075;LENGKAP;624;843;NULL;NULL
3962;12;12;A41058;2026-07-31;NULL;19498;LENGKAP;624;611;NULL;NULL
3966;11;11;53829;2028-09-01;NULL;10489;LENGKAP;624;1256;NULL;NULL
3967;6;6;2509-03-177;2028-08-30;NULL;21845;LENGKAP;624;371;NULL;NULL
3968;117;117;1508059;2027-08-30;NULL;14540;LENGKAP;624;493;NULL;NULL
3969;19;19;UF00J;2027-10-30;NULL;13000;LENGKAP;624;234;NULL;NULL
3970;20;20;J30514;2029-10-25;NULL;13423;LENGKAP;624;9;NULL;NULL
3971;25;25;J10507;2029-10-08;NULL;14400;LENGKAP;624;4;NULL;NULL
3972;21;21;5EI1937;2028-09-30;NULL;28000;LENGKAP;624;950;NULL;NULL
3973;108;108;2504258;2027-04-29;NULL;18000;LENGKAP;624;1262;NULL;NULL
3974;239;239;S2360201;2027-07-01;NULL;6000;LENGKAP;624;169;NULL;NULL
3976;1;1;E25EH0195A;2028-04-30;NULL;371250;LENGKAP;624;717;NULL;NULL
3980;3;3;I20515;2028-09-18;NULL;13000;LENGKAP;625;7;NULL;NULL
3981;2;2;G10506;2029-07-09;NULL;15850;LENGKAP;625;17;NULL;NULL
3982;5;5;S1460086;2027-11-01;NULL;12210;LENGKAP;625;167;NULL;NULL
3983;3;3;44589;2027-11-30;NULL;18920;LENGKAP;625;934;NULL;NULL
3984;3;3;52866;2028-05-30;NULL;16500;LENGKAP;625;857;NULL;NULL
3985;5;5;2511104;2027-11-11;NULL;21500;LENGKAP;625;544;NULL;NULL
3987;1;1;53408;2027-07-31;NULL;26650;LENGKAP;625;1226;NULL;NULL
3988;2;2;9501020;2030-01-31;NULL;22314;LENGKAP;625;616;NULL;NULL
3993;5;5;D50276;2029-05-08;NULL;40000;LENGKAP;627;867;NULL;NULL
3994;19;19;D50874;2029-07-28;NULL;40000;LENGKAP;627;867;NULL;NULL
3996;2;2;00725I08B;2027-08-30;NULL;625680;LENGKAP;623;1195;NULL;NULL
3997;2;2;IN01Z01;2027-12-30;NULL;368750;LENGKAP;629;404;NULL;NULL
3998;3;3;LCC15554;2030-02-01;NULL;42500;LENGKAP;629;1143;NULL;NULL
3999;1;1;PID93354;2030-03-01;NULL;187500;LENGKAP;629;60;NULL;NULL
4000;120;120;B92E55B;2027-05-23;NULL;14303;LENGKAP;630;451;NULL;NULL
4001;8;8;507165;2029-07-31;NULL;9000;LENGKAP;631;259;NULL;NULL
4002;15;15;507165;2029-07-31;NULL;9000;LENGKAP;632;259;NULL;NULL
4003;50;50;I51710W;2027-09-16;NULL;3603;LENGKAP;632;282;NULL;NULL
4005;3;3;52563;2027-04-30;NULL;27750;LENGKAP;634;524;NULL;NULL
4006;4;4;D0660124;2027-06-01;NULL;12305;LENGKAP;634;161;NULL;NULL
4007;5;5;I51710W;2027-09-16;NULL;3852;LENGKAP;634;282;NULL;NULL
4008;12;12;507164;2029-07-31;NULL;9000;LENGKAP;631;259;NULL;NULL
4009;60;60;2510794042;2028-03-09;NULL;8804;LENGKAP;635;35;NULL;NULL
4013;4;4;A0411DC;2028-04-30;NULL;64800;LENGKAP;636;788;NULL;NULL
4015;100;100;2507-03-346;2027-07-31;NULL;52747;LENGKAP;637;370;NULL;NULL
4016;50;50;J30514;2029-10-25;NULL;13423;LENGKAP;637;9;NULL;NULL
4019;50;50;2506003;2027-06-01;NULL;10550;LENGKAP;637;542;NULL;NULL
4020;17;17;N2411079;2027-02-28;NULL;120000;LENGKAP;637;412;NULL;NULL
4021;2;2;N2503007;2027-05-30;NULL;120000;LENGKAP;637;412;NULL;NULL
4022;50;50;D40990;2026-09-02;NULL;80031;LENGKAP;637;337;NULL;NULL
4023;13;13;56C4250;2028-03-30;NULL;40499;LENGKAP;637;134;NULL;NULL
4024;87;87;56E4100;2028-04-30;NULL;40499;LENGKAP;637;134;NULL;NULL
4026;7;7;51225;2027-02-28;NULL;31080;LENGKAP;637;517;NULL;NULL
4027;48;48;2510192;2027-10-30;NULL;7955;LENGKAP;637;1550;NULL;NULL
4028;2;2;2511134;2027-11-30;NULL;7955;LENGKAP;637;1550;NULL;NULL
4029;100;100;D50162;2027-03-20;NULL;50000;LENGKAP;637;672;NULL;NULL
4030;50;50;2511104;2027-11-11;NULL;27323;LENGKAP;637;544;NULL;NULL
4032;15;15;A0411DC;2028-04-30;NULL;64800;LENGKAP;637;788;NULL;NULL
4037;2;2;56D4296;2028-04-30;NULL;13622;LENGKAP;638;869;NULL;NULL
4038;3;3;55I0922;2027-09-30;NULL;25974;LENGKAP;638;425;NULL;NULL
4039;5;5;2508180;2027-08-19;NULL;7800;LENGKAP;638;969;NULL;NULL
4040;5;5;5085061;2030-07-31;NULL;49145;LENGKAP;638;221;NULL;NULL
4043;3;3;11806EE;2028-05-30;NULL;20115;LENGKAP;638;509;NULL;NULL
4044;1;1;UD00L;2027-09-01;NULL;22000;LENGKAP;638;235;NULL;NULL
4045;5;5;A08221FC;2028-06-30;NULL;22500;LENGKAP;638;190;NULL;NULL
4046;5;5;27502510;2027-10-30;NULL;25000;LENGKAP;638;1270;NULL;NULL
4047;10;10;J10507;2029-10-08;NULL;14400;LENGKAP;638;4;NULL;NULL
4048;5;5;2508-02-269;2027-08-31;NULL;24000;LENGKAP;638;1129;NULL;NULL
4049;2;2;H50502;2029-09-02;NULL;12972;LENGKAP;638;2;NULL;NULL
4050;4;4;2509001;2027-08-31;NULL;23126;LENGKAP;638;1279;NULL;NULL
4056;3;3;2507111;2028-07-31;NULL;7400;LENGKAP;638;1037;NULL;NULL
4057;3;3;UF00J;2027-10-30;NULL;12000;LENGKAP;638;234;NULL;NULL
4059;5;5;SCK71654;2027-09-01;NULL;11100;LENGKAP;638;55;NULL;NULL
4061;1;1;F146399;2028-12-30;NULL;70000;LENGKAP;639;159;NULL;NULL
4062;12;12;25H06280;2028-09-28;NULL;11560;LENGKAP;640;1266;NULL;NULL
4063;12;12;25H06267;2028-09-28;NULL;12560;LENGKAP;640;729;NULL;NULL
4064;1;1;53599;2028-08-30;NULL;59400;LENGKAP;640;520;NULL;NULL
4066;5;5;06102588AR;2030-09-30;NULL;2442;LENGKAP;640;449;NULL;NULL
4069;12;12;G57502;2028-07-30;NULL;6564;LENGKAP;640;1003;NULL;NULL
4070;6;6;J56502;2028-11-01;NULL;5300;LENGKAP;640;12;NULL;NULL
4071;100;100;450801;2029-07-31;NULL;8804;LENGKAP;641;686;NULL;NULL
4073;50;50;25IA023;2029-09-30;NULL;62400;LENGKAP;643;95;NULL;NULL
4074;2;2;CX5A042;2027-04-30;NULL;278200;LENGKAP;643;106;NULL;NULL
4075;24;24;A902685;2028-12-20;NULL;24451;LENGKAP;643;217;NULL;NULL
4076;6;6;A800345;2029-04-07;NULL;21000;LENGKAP;643;218;NULL;NULL
4077;3;3;A06HA081;2028-04-30;NULL;115000;LENGKAP;643;355;NULL;NULL
4078;3;3;25054502;2028-04-12;NULL;65918;LENGKAP;643;107;NULL;NULL
4080;24;24;J25A10;2027-10-30;NULL;17725;LENGKAP;643;305;NULL;NULL
4081;5;5;25EA038;2029-05-31;NULL;139200;LENGKAP;643;619;NULL;NULL
4084;20;20;TBB05132L;2030-02-28;NULL;46880;LENGKAP;644;799;NULL;NULL
4088;24;24;51896298G1;2027-07-07;NULL;13618;LENGKAP;644;495;NULL;NULL
4091;3;3;STMXGP53591;2027-05-31;NULL;70753;LENGKAP;644;641;NULL;NULL
4092;3;3;STMXGE52632;2027-04-30;NULL;78334;LENGKAP;644;640;NULL;NULL
4093;20;20;B92E55B;2027-05-23;NULL;14303;LENGKAP;645;451;NULL;NULL
4094;2;2;DD034;2027-04-30;NULL;36650;LENGKAP;645;1271;NULL;NULL
4096;24;24;I26504;2028-09-10;NULL;5700;LENGKAP;646;11;NULL;NULL
4097;12;12;I26508;2028-09-11;NULL;16000;LENGKAP;646;18;NULL;NULL
4102;24;24;B26506;2028-02-13;NULL;5400;LENGKAP;646;14;NULL;NULL
4103;12;12;D46501;2028-04-23;NULL;7747;LENGKAP;646;6;NULL;NULL
4104;24;24;J56502;2028-11-01;NULL;5300;LENGKAP;646;12;NULL;NULL
4105;24;24;J46506;2028-10-29;NULL;11476;LENGKAP;646;3;NULL;NULL
4107;5;5;G10506;2029-07-09;NULL;15850;LENGKAP;647;17;NULL;NULL
4108;24;24;L27301;2026-12-12;NULL;5133;LENGKAP;647;10;NULL;NULL
4109;5;5;H50502;2029-09-02;NULL;12972;LENGKAP;647;2;NULL;NULL
4110;20;20;J10507;2029-10-08;NULL;14400;LENGKAP;647;4;NULL;NULL
4112;5;5;04624I02G;2027-08-31;NULL;122100;LENGKAP;647;1043;NULL;NULL
4113;150;150;2530804;2028-07-21;NULL;4477;LENGKAP;647;1523;NULL;NULL
